               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 130,            0.015869,            0.020158,           0.0010735,             0.82084,              0.8965,             0.92187,             0.78795,             0.01233,            0.016596,           0.0010485,            0.005743,            0.005743,            0.005743
                 131,            0.015714,            0.019269,           0.0012728,             0.85165,             0.86205,             0.92092,             0.78917,            0.012275,            0.016688,           0.0010948,             0.00571,             0.00571,             0.00571
                 132,            0.015712,            0.019925,           0.0012474,             0.83783,             0.86915,             0.92239,             0.79019,            0.012264,            0.016474,           0.0011498,            0.005677,            0.005677,            0.005677
                 133,            0.015641,            0.019457,           0.0011013,             0.86526,             0.84051,             0.92277,             0.79018,            0.012282,            0.016463,          0.00089684,            0.005644,            0.005644,            0.005644
                 134,            0.015474,            0.019034,           0.0011035,             0.85554,             0.83731,              0.9157,             0.78277,              0.0124,            0.016634,           0.0013509,            0.005611,            0.005611,            0.005611
                 135,            0.015745,            0.019929,           0.0012377,             0.85943,             0.84012,             0.91553,              0.7832,            0.012343,            0.016565,           0.0014313,            0.005578,            0.005578,            0.005578
                 136,            0.015838,             0.01899,           0.0011833,             0.85904,             0.84563,             0.91657,              0.7832,            0.012316,             0.01666,           0.0011178,            0.005545,            0.005545,            0.005545
                 137,            0.015722,            0.019996,            0.001062,             0.85346,             0.85953,             0.91932,              0.7864,             0.01223,            0.016623,          0.00099323,            0.005512,            0.005512,            0.005512
                 138,            0.015539,              0.0188,          0.00091206,              0.8449,             0.86312,             0.92199,              0.7905,            0.012185,            0.016387,           0.0010148,            0.005479,            0.005479,            0.005479
                 139,             0.01571,            0.019008,          0.00092717,             0.83692,             0.87078,             0.91815,             0.78765,            0.012211,            0.016511,           0.0012358,            0.005446,            0.005446,            0.005446
                 140,             0.01559,            0.019151,          0.00097055,             0.84118,              0.8693,             0.92148,             0.78951,            0.012225,            0.016496,           0.0012594,            0.005413,            0.005413,            0.005413
                 141,            0.015642,            0.019271,          0.00099982,             0.85089,             0.85519,             0.91951,             0.78789,            0.012164,            0.016495,           0.0012425,             0.00538,             0.00538,             0.00538
                 142,            0.015603,            0.019654,           0.0010284,             0.82254,             0.87292,             0.91767,             0.78577,             0.01219,            0.016618,           0.0012236,            0.005347,            0.005347,            0.005347
                 143,            0.015238,            0.018586,          0.00091589,             0.82802,             0.87296,             0.91767,             0.78594,            0.012145,            0.016588,            0.001206,            0.005314,            0.005314,            0.005314
                 144,            0.015582,            0.019471,          0.00097579,             0.85643,             0.83928,              0.9179,             0.78861,            0.012117,            0.016599,           0.0011287,            0.005281,            0.005281,            0.005281
                 145,            0.015351,            0.019353,           0.0010455,             0.84456,             0.86821,             0.92079,             0.79146,            0.012196,            0.016455,           0.0010166,            0.005248,            0.005248,            0.005248
                 146,            0.015259,            0.018616,           0.0010875,             0.83174,              0.8757,             0.92116,              0.7902,            0.012186,              0.0165,           0.0010257,            0.005215,            0.005215,            0.005215
                 147,            0.015348,            0.018956,           0.0014195,             0.81801,             0.88978,             0.92048,             0.79179,            0.012199,            0.016517,           0.0011275,            0.005182,            0.005182,            0.005182
                 148,            0.015661,            0.019599,           0.0010835,             0.83882,             0.87648,             0.92149,             0.79302,            0.012212,            0.016424,           0.0013301,            0.005149,            0.005149,            0.005149
                 149,            0.015271,            0.019311,           0.0012275,             0.86395,             0.84628,             0.92186,             0.79209,            0.012217,            0.016462,           0.0013874,            0.005116,            0.005116,            0.005116
