               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.015661,            0.019106,          0.00099831,             0.81902,             0.89641,             0.92175,             0.79169,            0.012204,            0.016408,            0.001432,            0.005083,            0.005083,            0.005083
                 151,             0.01514,            0.018969,           0.0011407,              0.8333,             0.87986,             0.92064,             0.78979,            0.012194,            0.016561,            0.001417,             0.00505,             0.00505,             0.00505
                 152,            0.015467,            0.019331,           0.0011806,             0.82677,             0.87742,             0.91868,             0.78933,             0.01223,            0.016561,             0.00123,            0.005017,            0.005017,            0.005017
                 153,             0.01526,            0.018692,           0.0009873,             0.83174,             0.87616,             0.91912,             0.78873,            0.012222,             0.01657,           0.0012748,            0.004984,            0.004984,            0.004984
                 154,            0.015511,            0.018692,           0.0011407,             0.82495,             0.89217,             0.92211,             0.79221,            0.012128,            0.016505,           0.0012524,            0.004951,            0.004951,            0.004951
                 155,            0.015503,            0.019053,          0.00076444,             0.83035,             0.88151,             0.92118,             0.79244,            0.012139,             0.01656,           0.0011313,            0.004918,            0.004918,            0.004918
                 156,            0.015217,            0.018443,          0.00075669,             0.85121,             0.87169,             0.92436,             0.79478,            0.012154,             0.01649,          0.00094343,            0.004885,            0.004885,            0.004885
                 157,             0.01544,            0.019226,          0.00082217,             0.83329,             0.89293,             0.92358,             0.79451,            0.012191,            0.016571,          0.00086096,            0.004852,            0.004852,            0.004852
                 158,            0.015215,            0.018804,          0.00086135,              0.8259,             0.89972,             0.92421,             0.79382,            0.012295,             0.01649,           0.0010057,            0.004819,            0.004819,            0.004819
                 159,            0.015092,            0.018656,           0.0010259,             0.81772,             0.90236,             0.92284,             0.79277,            0.012283,            0.016682,          0.00076905,            0.004786,            0.004786,            0.004786
                 160,            0.015064,            0.018062,          0.00094088,             0.82369,             0.89895,             0.92348,             0.79362,            0.012184,            0.016681,          0.00094313,            0.004753,            0.004753,            0.004753
                 161,            0.014835,            0.018217,          0.00082944,              0.8246,             0.89179,             0.92105,             0.79345,            0.012204,            0.017069,           0.0010851,             0.00472,             0.00472,             0.00472
                 162,            0.015125,            0.018272,          0.00088679,             0.83241,             0.87802,             0.91936,             0.79176,            0.012155,            0.017119,           0.0012343,            0.004687,            0.004687,            0.004687
                 163,            0.015081,            0.018408,           0.0010246,             0.83375,             0.86953,             0.91692,             0.78982,            0.012159,            0.017171,           0.0013058,            0.004654,            0.004654,            0.004654
                 164,             0.01499,            0.018087,            0.000969,             0.81475,             0.88851,             0.91444,             0.78776,             0.01215,            0.017201,           0.0011955,            0.004621,            0.004621,            0.004621
                 165,            0.015157,            0.019097,           0.0013175,             0.83629,              0.8674,             0.91547,             0.78828,            0.012159,            0.017037,             0.00133,            0.004588,            0.004588,            0.004588
                 166,            0.014909,            0.018419,          0.00099403,             0.83238,             0.86756,             0.91492,             0.78717,            0.012197,            0.017077,           0.0014036,            0.004555,            0.004555,            0.004555
                 167,            0.014675,            0.018344,          0.00088749,             0.84136,             0.85715,             0.91565,             0.78711,              0.0122,            0.017153,            0.001246,            0.004522,            0.004522,            0.004522
                 168,            0.015011,            0.017928,          0.00084501,             0.82305,             0.88273,             0.91526,             0.78811,            0.012174,            0.017095,           0.0011003,            0.004489,            0.004489,            0.004489
                 169,            0.015022,            0.018624,          0.00078897,             0.81789,             0.89073,             0.91435,             0.78731,            0.012183,            0.017049,           0.0010201,            0.004456,            0.004456,            0.004456
                 170,            0.014936,            0.018208,           0.0010214,             0.84888,             0.86419,             0.91484,               0.786,            0.012231,            0.017049,           0.0011567,            0.004423,            0.004423,            0.004423
                 171,            0.014788,            0.018231,          0.00082603,             0.84182,             0.87155,              0.9156,             0.78616,            0.012215,            0.017064,           0.0013536,             0.00439,             0.00439,             0.00439
                 172,            0.014919,            0.018632,           0.0011159,             0.84572,             0.86796,             0.91532,             0.78638,            0.012211,             0.01715,          0.00097493,            0.004357,            0.004357,            0.004357
                 173,            0.014799,             0.01825,          0.00083698,             0.84355,             0.87123,             0.91534,             0.78561,            0.012215,            0.017099,          0.00086183,            0.004324,            0.004324,            0.004324
                 174,            0.014956,            0.018104,          0.00074793,             0.84668,             0.86274,             0.91542,              0.7867,            0.012222,            0.017127,          0.00073434,            0.004291,            0.004291,            0.004291
                 175,             0.01461,            0.018141,          0.00096036,             0.86046,             0.85117,             0.91563,             0.78629,            0.012232,            0.017161,           0.0007335,            0.004258,            0.004258,            0.004258
                 176,            0.014784,            0.018475,           0.0010071,             0.85819,             0.85356,             0.91649,             0.78697,            0.012224,            0.017063,          0.00067696,            0.004225,            0.004225,            0.004225
                 177,            0.014554,            0.018168,           0.0008373,             0.85213,             0.86369,              0.9178,             0.78858,            0.012222,            0.017011,          0.00069965,            0.004192,            0.004192,            0.004192
                 178,            0.014529,            0.017768,          0.00063423,              0.8464,             0.86872,             0.91856,             0.78871,            0.012225,            0.017045,          0.00066026,            0.004159,            0.004159,            0.004159
                 179,            0.014799,            0.018279,          0.00095373,               0.859,             0.85421,             0.91809,             0.78874,            0.012211,            0.017118,          0.00064973,            0.004126,            0.004126,            0.004126
                 180,            0.014707,            0.018046,          0.00097682,             0.85294,             0.86136,              0.9196,             0.78932,            0.012183,            0.017139,          0.00060402,            0.004093,            0.004093,            0.004093
                 181,            0.014581,            0.017816,           0.0011094,             0.83631,             0.87839,             0.92056,             0.79091,             0.01216,            0.017094,          0.00060866,             0.00406,             0.00406,             0.00406
                 182,            0.014478,            0.017749,           0.0010104,             0.85252,             0.85928,             0.91862,             0.78927,            0.012174,            0.017149,          0.00065554,            0.004027,            0.004027,            0.004027
                 183,            0.014971,             0.01867,          0.00094142,              0.8525,             0.85756,             0.91768,             0.78962,            0.012118,            0.017121,          0.00065578,            0.003994,            0.003994,            0.003994
                 184,            0.014817,            0.018151,           0.0011682,             0.85792,             0.85189,             0.91774,             0.78886,            0.012122,            0.017048,          0.00069435,            0.003961,            0.003961,            0.003961
                 185,              0.0145,            0.017573,          0.00082271,             0.85563,             0.85405,             0.91757,             0.78884,            0.012131,            0.017101,          0.00075096,            0.003928,            0.003928,            0.003928
                 186,            0.014522,            0.017836,          0.00063811,             0.86186,             0.84671,             0.91849,             0.78921,            0.012139,            0.017192,          0.00083389,            0.003895,            0.003895,            0.003895
                 187,            0.014379,            0.017441,          0.00060927,             0.85848,             0.85337,             0.91887,              0.7898,            0.012157,            0.017213,           0.0009117,            0.003862,            0.003862,            0.003862
                 188,            0.014457,            0.017396,          0.00070532,             0.85721,             0.85154,             0.91887,             0.79058,            0.012166,            0.017214,          0.00091126,            0.003829,            0.003829,            0.003829
                 189,            0.014281,            0.017407,          0.00060125,             0.86772,             0.84414,             0.91833,             0.79067,              0.0122,            0.017164,          0.00092564,            0.003796,            0.003796,            0.003796
                 190,            0.014334,            0.017357,          0.00072764,             0.82962,             0.87972,             0.91735,             0.78959,            0.012219,            0.017265,          0.00094706,            0.003763,            0.003763,            0.003763
                 191,             0.01441,            0.017848,          0.00063705,             0.81977,             0.89395,             0.91807,             0.79018,            0.012207,            0.017239,          0.00092082,             0.00373,             0.00373,             0.00373
                 192,            0.014485,            0.017479,           0.0006848,              0.8301,             0.87899,             0.91803,             0.78859,            0.012214,            0.017247,          0.00079854,            0.003697,            0.003697,            0.003697
                 193,            0.014447,            0.017814,          0.00081282,             0.85759,             0.85125,             0.91604,             0.78705,            0.012232,             0.01728,          0.00077032,            0.003664,            0.003664,            0.003664
                 194,            0.014268,            0.017961,          0.00071339,             0.85265,             0.85753,             0.91517,             0.78586,            0.012261,            0.017354,           0.0007524,            0.003631,            0.003631,            0.003631
                 195,            0.014281,            0.017189,          0.00075775,             0.85284,             0.85792,             0.91479,             0.78608,            0.012288,            0.017381,          0.00075265,            0.003598,            0.003598,            0.003598
                 196,            0.014359,            0.017429,           0.0006255,             0.85086,             0.86205,             0.91461,             0.78687,            0.012327,            0.017459,          0.00070719,            0.003565,            0.003565,            0.003565
                 197,            0.014164,            0.017166,          0.00065919,             0.84205,             0.87179,             0.91429,             0.78776,            0.012326,            0.017499,          0.00075373,            0.003532,            0.003532,            0.003532
                 198,            0.014018,            0.016967,          0.00057837,             0.83926,             0.87504,             0.91442,             0.78763,            0.012314,            0.017562,          0.00076055,            0.003499,            0.003499,            0.003499
                 199,            0.014255,            0.017276,          0.00061375,             0.84406,             0.86714,             0.91479,             0.78758,            0.012289,            0.017604,          0.00067784,            0.003466,            0.003466,            0.003466
                 200,            0.014035,            0.017368,          0.00058564,             0.87393,             0.84041,             0.91606,             0.78875,            0.012277,            0.017505,          0.00059956,            0.003433,            0.003433,            0.003433
                 201,            0.014168,            0.017523,          0.00056959,             0.86397,             0.84478,             0.91601,             0.78909,            0.012281,            0.017463,          0.00063295,              0.0034,              0.0034,              0.0034
                 202,            0.013762,            0.016742,          0.00059507,             0.86407,             0.84593,              0.9168,             0.78999,            0.012275,             0.01755,          0.00066278,            0.003367,            0.003367,            0.003367
                 203,             0.01404,            0.016869,          0.00078188,             0.84422,              0.8627,             0.91569,             0.78861,            0.012257,            0.017598,          0.00070092,            0.003334,            0.003334,            0.003334
                 204,            0.014082,            0.016887,          0.00069458,             0.84777,             0.86322,             0.91628,             0.78881,            0.012254,            0.017526,          0.00071175,            0.003301,            0.003301,            0.003301
                 205,            0.014108,            0.016779,          0.00083652,             0.84166,             0.86852,             0.91507,             0.78673,            0.012249,            0.017526,          0.00066763,            0.003268,            0.003268,            0.003268
                 206,            0.014209,            0.017654,          0.00072584,             0.84532,             0.86374,             0.91485,             0.78686,            0.012262,             0.01752,          0.00066747,            0.003235,            0.003235,            0.003235
                 207,            0.013888,            0.017116,          0.00059335,             0.83868,              0.8696,             0.91496,             0.78667,            0.012258,            0.017518,          0.00064327,            0.003202,            0.003202,            0.003202
