               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 129,            0.019565,            0.020974,           0.0015358,             0.72148,             0.68568,             0.67823,             0.53209,            0.021581,            0.017509,            0.011369,            0.005776,            0.005776,            0.005776
                 130,            0.018292,            0.018113,           0.0014462,             0.77449,             0.60955,             0.62914,             0.49837,            0.022315,            0.017323,           0.0097274,            0.005743,            0.005743,            0.005743
                 131,            0.018495,            0.018023,           0.0012721,             0.70814,             0.63992,             0.62715,             0.48447,            0.022472,             0.01827,           0.0095075,             0.00571,             0.00571,             0.00571
                 132,            0.018989,            0.017836,           0.0015956,             0.72028,             0.66447,             0.65974,              0.5082,            0.022291,            0.018492,            0.010394,            0.005677,            0.005677,            0.005677
                 133,            0.017769,            0.017313,           0.0013056,             0.76854,             0.66225,              0.6614,             0.50854,            0.022211,            0.019042,           0.0094892,            0.005644,            0.005644,            0.005644
                 134,            0.018012,            0.018434,           0.0012436,             0.63537,             0.76162,             0.67678,             0.51933,            0.022213,            0.018133,           0.0086433,            0.005611,            0.005611,            0.005611
                 135,            0.017794,            0.017831,           0.0013686,             0.65893,             0.73579,             0.69068,             0.53883,             0.02268,            0.017926,            0.010946,            0.005578,            0.005578,            0.005578
                 136,            0.018872,            0.017893,           0.0015152,             0.64482,             0.70222,             0.66965,             0.52223,            0.022338,            0.017456,            0.012896,            0.005545,            0.005545,            0.005545
                 137,            0.018318,            0.018323,           0.0012846,             0.63442,             0.74759,             0.65896,              0.5161,             0.02239,             0.01752,            0.010257,            0.005512,            0.005512,            0.005512
                 138,            0.016986,            0.016674,            0.001488,             0.55965,             0.75832,             0.65299,             0.50592,            0.022032,            0.017394,            0.010729,            0.005479,            0.005479,            0.005479
                 139,            0.018592,            0.019613,           0.0011811,              0.7599,              0.6224,             0.66322,             0.51176,            0.022365,             0.01731,            0.010564,            0.005446,            0.005446,            0.005446
                 140,            0.018983,            0.018465,           0.0012745,             0.75557,             0.64235,             0.66343,             0.51869,            0.023298,            0.018204,             0.01498,            0.005413,            0.005413,            0.005413
                 141,            0.017486,            0.018039,           0.0013798,             0.76184,             0.66094,             0.67415,             0.52151,            0.022789,            0.018892,            0.013028,             0.00538,             0.00538,             0.00538
                 142,             0.01778,            0.018444,           0.0013284,             0.76295,             0.60196,             0.63129,             0.49052,            0.022764,            0.018047,            0.011727,            0.005347,            0.005347,            0.005347
                 143,            0.017625,            0.017303,           0.0011934,             0.75509,             0.61836,             0.65181,             0.49522,            0.022257,            0.017791,            0.010689,            0.005314,            0.005314,            0.005314
                 144,            0.019543,            0.018001,           0.0013668,             0.57391,             0.75597,             0.66113,             0.50811,            0.022176,            0.017955,           0.0096854,            0.005281,            0.005281,            0.005281
                 145,            0.018045,            0.017811,           0.0012384,              0.6129,             0.76637,             0.67332,             0.52779,            0.021862,            0.017306,           0.0094261,            0.005248,            0.005248,            0.005248
                 146,            0.017678,            0.019835,          0.00098404,             0.67598,             0.65406,             0.65266,             0.51216,            0.021974,            0.017393,            0.010622,            0.005215,            0.005215,            0.005215
                 147,            0.017384,            0.018238,           0.0016908,             0.79867,             0.63218,             0.67766,             0.52573,            0.022434,            0.017421,            0.011001,            0.005182,            0.005182,            0.005182
                 148,            0.017486,            0.018733,           0.0013845,              0.7634,             0.63029,             0.65773,             0.51004,            0.022517,            0.017654,            0.011854,            0.005149,            0.005149,            0.005149
                 149,            0.016995,            0.017549,           0.0011355,             0.63471,             0.73216,             0.67561,             0.52392,            0.022708,            0.017619,            0.013396,            0.005116,            0.005116,            0.005116
                 150,            0.017178,            0.016797,           0.0012448,             0.71866,             0.66054,             0.67682,             0.52379,            0.023218,              0.0175,            0.010124,            0.005083,            0.005083,            0.005083
                 151,            0.017836,            0.018436,           0.0013163,             0.70199,             0.64509,             0.67479,             0.51911,            0.022433,            0.017294,            0.011302,             0.00505,             0.00505,             0.00505
                 152,             0.01627,            0.015151,          0.00097948,             0.60737,             0.68676,             0.69071,              0.5373,            0.022429,            0.016824,            0.012526,            0.005017,            0.005017,            0.005017
                 153,            0.017291,            0.017831,            0.001321,             0.57962,             0.70668,             0.67922,             0.52629,            0.022957,             0.01728,             0.01229,            0.004984,            0.004984,            0.004984
                 154,            0.017958,             0.01957,           0.0014526,             0.56966,             0.82502,             0.70025,             0.53944,            0.022201,            0.017505,            0.010916,            0.004951,            0.004951,            0.004951
                 155,            0.017315,             0.01709,           0.0014493,             0.71471,             0.67829,             0.67923,             0.53039,            0.022276,            0.018049,           0.0097376,            0.004918,            0.004918,            0.004918
                 156,            0.017636,            0.017632,            0.001435,              0.7319,             0.71353,             0.68638,             0.53449,            0.022014,            0.018351,            0.010147,            0.004885,            0.004885,            0.004885
                 157,            0.017768,            0.018016,          0.00097979,             0.66211,             0.73561,             0.66894,             0.52663,            0.022483,            0.018259,           0.0091884,            0.004852,            0.004852,            0.004852
                 158,            0.017209,            0.017409,           0.0010771,             0.63064,             0.69425,             0.65179,             0.51009,            0.022784,            0.018828,            0.012517,            0.004819,            0.004819,            0.004819
